Date,Marina-Square,Bel-Air,Kornhill,Ocean-Shores,Arch,Parc-Oasis,Ocean-View,City-One,Festival-City,Yoho-Town,Gold-Coast,D-Park
27/09/2015,14630.4,24981.3,14875.4,14706.6,28156.3,17162.4,12099.1,13103.4,12513.5,12815,8896.37,11110.4
20/09/2015,14652.3,24993.3,15078.4,14681,28155.8,17162.3,12169,13668.9,12578.2,13072.6,8888.98,11101.1
13/09/2015,14626.8,24995.8,15760.7,14729.9,28172.4,18060.7,12193.4,13910,13540.7,12822.9,8904.85,11225.1
06/09/2015,14561.3,25017.1,14652,12824.8,28277.3,18037.4,12213.3,14147.5,13104.6,12820.8,8965.42,11311.6
30/08/2015,14635.6,25021,14917.2,13183.1,28225.4,18433.4,12183.4,14101.1,12478.7,12861.4,9145.86,11330.7
23/08/2015,14626.9,24975.8,14778,13131.6,28252.6,18382.9,12129.2,13550.5,12895.8,12718.8,9077.13,11245.5
16/08/2015,14182.2,21149.3,14751.5,13201.1,28105.6,17898.9,12121.5,13541.9,12775.4,12338.3,9086.2,11256.8
09/08/2015,14197.3,21170.5,14541,12666.1,28070.7,17899.7,12080.8,13637.8,12682.7,12364.3,9110.12,11286.4
02/08/2015,14969.5,24798.8,14758.3,13421.2,28189.2,17978.9,12125.2,13744.8,13163.3,12781.8,9073.24,11269.7
26/07/2015,14939.9,23068.2,15145.6,13488.1,28190.1,17960.9,12072.5,12902.1,12786.6,12651.5,9030.23,11216.3
19/07/2015,14215.7,22917.8,14971.7,12682.5,28125,17879.8,11984.9,12734.7,13126.5,12439.6,9007.24,11250
12/07/2015,14216.3,21190,13449.3,12634.9,28000.7,17804.4,12013.9,13368,12834.4,12400.6,9005.83,11248.3
05/07/2015,14322.8,21240.6,14822.8,12771.6,28052.8,17886.2,12036.7,13929.5,12707.2,11890.4,8762.71,11052.9
28/06/2015,14685.2,21314.4,14546.3,13183.5,28123.3,18018,12016.6,13217.4,12778.3,11679.2,8006.19,10689.5
21/06/2015,13748.5,21199.7,14501.6,13444.3,27929.3,17943,11971.1,12921.1,11741,12029.5,7963.68,10880.9
14/06/2015,13663.6,21184.8,14255.8,13402.7,29484.5,17927.9,12017,13755.6,12723.9,11966.3,8099.94,11255
07/06/2015,13627.1,24461.6,14730.4,13543.1,29721.1,17989.5,12089.9,13728.4,12462.6,12062.7,7946.18,10917.5
31/05/2015,15090.2,22563.7,14526.8,12697.8,29582.9,17160.4,12028.3,13171.1,12380,11524.5,7983.01,10968.1
24/05/2015,14226.2,21317.7,14361.8,12711.3,29239.2,18071.2,11658.1,13016.7,12364.9,12206.8,7823.17,10793.7
17/05/2015,14055.9,23255.7,14067.8,12678.4,29484.3,18132.9,11643.2,13116.9,12206.5,11993.8,7775.49,10672.8
10/05/2015,13860.3,22193.7,14437.4,12693.9,29443.8,16870,11619.1,13193.4,12071.2,12063.1,7765.14,10658.6
03/05/2015,13357.9,19753.3,14672.5,13032.2,34142.2,17608.8,11591.1,13177.1,12340.7,12077.9,7768.75,10663.5
26/04/2015,14171.2,22693.3,14447.5,13363,30322,17614.6,11622.4,13152.3,12284.5,12082.9,7732.91,10668.5
19/04/2015,14243,21908,14422.5,13376.7,30220.8,17583.2,11477.6,12676,12015.3,12034,8202.05,10711
12/04/2015,14237.4,23126.8,14177.1,13396.8,30368.5,17603.7,11521.8,12959.5,12404.6,12114.2,8259.47,10644.5
05/04/2015,14230.3,23155.4,14069,13413.9,30449.9,19331.1,11577.8,13009.5,12276.7,12047,8251.77,10634.6
29/03/2015,13511.9,23016.4,13737.3,12610.2,30151.7,19281,11504.8,12464.4,12329.5,11557.8,8103.67,10701.9
22/03/2015,13635.2,21081.3,14132.1,12561.7,30073.1,19222.4,11535.5,12855.8,12269.6,11728.3,8115.31,10864.7
15/03/2015,13630.4,21051.5,13887.1,12561.2,30035,19197,11533.1,12921.8,12249.2,11731.7,8109.92,10857.4
08/03/2015,12943.8,20961.7,14351.3,12594.5,30074,19198.2,11545.9,12936.2,12259.8,11644,8071.52,10984.7
01/03/2015,12955.6,20921.9,14316.4,11998.7,29839.5,15867.3,11516,12303,11730.3,11652.8,8042.95,10572.7
22/02/2015,13296.2,21792.7,13754.8,12817.1,29824.6,15902.4,11352.1,10949.1,12665.8,11438.4,7967.29,10473.2
15/02/2015,13235.2,21783.6,13868,12815.4,29850.9,15915.8,11504.8,12163.2,12097.8,11378.5,7963.53,10767.3
08/02/2015,13429.3,23518.1,13840.7,12741,29960.2,15910,11379,11364.7,12313.5,11418.5,7944.53,10619.1
01/02/2015,12553.8,21747.1,13670.6,12738.6,30871.6,15967.1,11308.1,12494.9,12253.1,11441,7941.81,10783.5
25/01/2015,13070.9,21716.4,13306.4,13112.9,28970.6,16285.6,11334.6,12915.3,11985.9,11407.5,7928.52,10514.9
18/01/2015,13032.4,22858.4,13183.1,12921.7,29024.9,16336.4,11311.3,13161.7,11785.7,11368.7,7834.42,10144.5
11/01/2015,13003.8,22648.4,13673.6,12929.6,29095.9,16308,11308,12835.4,11862.4,10993,7816.17,10063.4
04/01/2015,13202.4,22725.1,13805.8,12919,28935.1,16501.6,11170.8,11586.5,11694.4,10783,7114.46,9897.02
28/12/2014,12703.1,22099.4,12881.7,12729.7,28922.2,15642.4,11222.4,12444.6,12577.5,10749.1,6983.77,9999.56
21/12/2014,13086.2,22147.2,12897.5,12780.8,28976.4,15660.9,11199.5,12419.2,11558.2,10598.8,6955.31,9958.8
14/12/2014,13053.2,22135.3,12855.7,12743.5,28981.4,15650.7,10906.6,12654.9,11795.7,10709.3,7216.05,10047.3
07/12/2014,12807.8,21152.8,13096.8,12555.2,28780.3,15583.6,10864.1,12435.9,12128.2,10597.9,7203.2,10135
30/11/2014,12858.8,21187.7,12995.6,12244,28845.7,15522.8,10814.8,12095.4,11305.9,10938,7185.39,10064.5
23/11/2014,13079.4,19556.3,12920.9,13713.5,28746.6,15501.2,10858.7,12414.7,11844.2,11063.7,8318.72,10133.8
16/11/2014,12326.4,19448.5,13011,13804.4,28609.8,15514.9,10817.5,12000.6,11718.4,10798.6,8362.63,10167.4
09/11/2014,12943.3,21510.5,13349.8,12461.3,28685.5,15551.5,11117,12028.2,11798,10760.2,8368.91,10356.9
02/11/2014,12712,21485.5,13134.7,12305.2,28790.1,15500.9,10584.5,12490,11871.6,10871.3,8341.63,10454.3
26/10/2014,13146.7,20979.8,13691.7,12409.4,28727.1,15481.3,10471.8,11481,11543.1,10890.2,8139.23,10036.8
19/10/2014,12916.9,20952.8,13691.9,12103.1,28698.7,15483,10749.8,12147.2,11368,10674.8,8138.97,10036.5
12/10/2014,13142.8,21008.8,13423.7,12393.2,28803.2,15512.1,10443.5,12144.9,11556.9,10627.9,8034.69,9907.94
05/10/2014,13282.8,18859.7,13255.9,12387.9,28603.1,15742.2,10434.4,11797.9,11344.1,10409.4,7953.95,9701.04
28/09/2014,12555.5,22205.7,13229.4,12812.5,28688.9,15411.7,10478.3,12317.1,11361.7,10270.4,7965.15,9882.16
21/09/2014,12559.7,19924.8,12990.7,11828.6,28574.1,14921.7,9947.1,11733.3,11403.1,10663.8,8004.25,9930.68
14/09/2014,12530.5,19885.4,12790.1,11929.9,28477.1,14268,9991.02,12005.2,11295.4,10338.9,7939.43,10005.5
07/09/2014,12201.3,20356.4,12718.4,11856.1,28536.4,15280.3,9991.13,12112.4,11683.8,10451.7,7848.49,9890.9
31/08/2014,12700.6,20446,13100.6,11612.2,28546.9,15555.5,9955.19,12068.9,11403.1,10329,7859.3,9904.53
24/08/2014,12635.7,20210.9,12956.8,11373.6,28538.7,14684,10457.2,11414.7,11306,10208.1,7897.51,9931.59
17/08/2014,12687.6,20346.8,12968.4,11294.7,28478,14644.7,10456.3,11489.6,11307.9,10066.4,7880.58,9910.31
10/08/2014,12629.7,21613.6,13164.3,11141.1,28527.9,14917.1,10421.5,10594.2,10952,10374.7,7742.21,10121.3
03/08/2014,12215.6,20883,12605.1,11229.8,28318.9,14815.1,10392.1,10516.8,11458.1,10475.9,7830.83,9477
27/07/2014,12392.4,19511.1,12438.6,11753.6,28272.6,15060.5,10293.9,11559.9,11266.1,9821.62,7786.15,9805.16
20/07/2014,12522,20272.5,12414.1,11687.7,28202,15052.8,10270.3,11440.9,11274.8,9717.24,7456.19,9600.97
13/07/2014,12491.1,20261.3,12562.1,11704.7,28215.5,15061.1,10215.9,11417.1,11063.7,9588.43,7307.19,9555.95
06/07/2014,12816.9,20312.8,12454.5,11213.9,28238.6,15064.8,10025.9,10687.4,11135.6,9414.39,7174.87,9149.86
29/06/2014,11676.4,20387.3,12311.8,11393.2,28070.1,14968.8,10040.2,11516.7,10848.6,9435.86,7115.28,8795.35
22/06/2014,11816.7,21562.7,12341.6,11649.8,28145.4,14866.6,9864.45,11488.2,11078.7,9638.21,7134.49,8819.1
15/06/2014,12453.6,20484.1,12586.6,11399.1,28128.9,14834.5,9770.28,10548.3,11035.2,9393.97,7057.49,8723.91
08/06/2014,12123.2,20438.6,12487,11356.9,28048.1,14379.6,9895.54,9783.67,11088.1,9582.14,7039.01,8701.07
01/06/2014,11899.9,20588.8,12412.1,10975.7,29419.3,13895.4,10005.4,11123.6,11032.7,9413.38,7065.68,8573.49
25/05/2014,12039.9,20679.9,11817.5,10709.7,30553,13884.3,9925.44,11101.1,10941.5,9132.29,7079.4,8946.96
18/05/2014,11591.2,20653.8,11890.9,11056,30397.7,13863,9737.96,10791.9,11023.7,9286.68,6777.12,8798.76
11/05/2014,11142.9,20633.2,11655.6,10886,30402.1,13819.4,9729.47,10794.8,10811.6,9348.86,6769.99,8789.51
04/05/2014,11903.3,19803.1,11615.6,10956.5,30267.7,14034.7,9714.76,10570,10895.3,9384.13,6838.68,8790.81
27/04/2014,11429.6,19971.1,11829.4,10980.9,30193.8,14054,10118.9,10461.5,11232,9259.89,6818.77,8594.61
20/04/2014,11457.6,19990.2,11764.1,10890.6,30201.8,14159.2,10116.1,10408.6,10624.3,9487.65,6813.6,8679.16
13/04/2014,11405,20038,11824.2,10865,30361.9,13646.7,10120.6,10447.4,10534.2,9270.1,6806.87,8613.55
06/04/2014,11312.7,19962,11793.9,11133.2,30262.4,14257.6,10142.2,10469.8,10729.7,9616.32,7273.31,8928.83
30/03/2014,11824,19951.6,11585.8,10851.6,30153.8,14175.2,10186.1,10509.4,10314.4,9323.03,7269.6,9070.53
23/03/2014,11990.4,19989.2,11666.6,10931.4,30243.2,14848.9,10050.3,10483,10838.5,9537.54,7218.69,8746.78
16/03/2014,12018.3,19989.6,11624.9,11126.4,30222,14945.9,10048.5,10770.6,10940.9,9613.69,7212.71,8757.05
09/03/2014,12075.9,20143,11603.3,10864,30223.6,14794.8,9784.73,10344.7,10817.1,9646.94,7233.06,8635.43
02/03/2014,11554.7,20110.8,11757.8,11308.8,30233.8,14945.7,9811.43,10373.6,10742.7,9303.5,7247.56,8742.26
23/02/2014,11500.4,20094.1,11678.8,11306.4,28659.8,14942.5,9741.19,10021.9,10742.7,9288.83,7268.1,8657.97
16/02/2014,11859.8,19504.8,11461.8,10708.2,28664.9,14839.2,9790.3,10072.4,10742.7,9362.26,7324.12,8842.78
09/02/2014,12229.9,19575.5,11640.5,10776.8,28679.1,14387.4,9820.91,10103.9,10742.7,9386.51,7318.47,8835.96
02/02/2014,11727.2,19554.2,11731,10653.2,28693.8,14387.8,9827.07,10110.2,10825.2,9522.17,7305.13,9028.71
26/01/2014,11780,19565.2,11692.9,11002.1,28467.8,14531.6,9803.13,10242.2,11534.5,9712.53,7302.66,9025.65
19/01/2014,11619.4,19561.6,11860.5,10737.8,28551.6,14422.4,9788.78,10155.4,10656.5,9623.94,7319.71,8870.04
12/01/2014,11217.9,19494,11874.6,10761.1,28536.2,14453.6,9766.75,10081,11309.4,9488.51,7250.07,8785.64
05/01/2014,10901.9,19474,11929.4,10843,28775.6,14563.6,9796.88,10112.1,11164.5,9381.04,7241.19,8774.89
29/12/2013,11199.5,19515.7,11778.3,11258.9,29001.2,14467,9812.14,10127.8,10931.2,9545.77,7262.96,8801.28
22/12/2013,11220.4,20369.7,12141.9,11226.1,28880,14424.8,9664.73,10388.9,10931.2,9561.78,7304.09,8851.12
15/12/2013,11150.7,20375.3,12098.1,11247.7,28765.7,14452.6,9645.35,10220.1,10931.2,9662.69,7312.48,8861.29
08/12/2013,11212.7,20338.6,12125.1,11951.1,28792,14702.6,9658.56,10283.1,10931.2,9394.38,7299.73,8772.97
01/12/2013,11659.5,20796.8,12068.2,11952.9,28894,15287,10046.9,10147.3,11275.7,9362.28,7228.29,8766.03
24/11/2013,11781.1,20364,12032.9,11201.3,29213,15261.5,10074.6,10385.9,11275.7,9889.25,7249.12,8791.31
17/11/2013,11810,20364.9,11616,11296.2,29179.7,15283,10038.7,10016.5,11140.8,10007.9,7406.21,8947.58
10/11/2013,11791.1,20351.8,11561.8,11227.8,29184,15324.7,10029.6,9749.02,11155,10017.3,7385.99,8630.62
03/11/2013,11914.9,20389.8,12697.8,10986.4,29214.6,15238.1,10130.2,10710.2,11488.7,9768.24,7420.3,8670.72
27/10/2013,11934.3,20368.1,12491.6,11158.8,28362.6,15118.7,10113.7,10518.9,11488.7,9810.75,7563.8,8687.99
20/10/2013,11956.3,20370,11727.6,11205.2,28381.4,15181.7,9877.15,10453.6,11059.7,9843.58,7625.17,8758.48
13/10/2013,11755.3,20365.6,11760.6,10987.9,28735.8,15168.6,9901.53,10479.4,11321.8,9672.89,7632.79,8767.24
