Date,HK,KL,NTE,NTW
 1996/11/24,78.52,76.64,77.09,67.23
 1996/11/17,74.9,75.48,73.83,66.03
 1996/11/10,75.87,76.11,74.42,65.5
 1996/11/03,73.06,74.72,72.26,65.07
 1996/10/27,71.58,74.2,71.29,65.16
 1996/10/20,71.01,72.54,73.1,63.66
 1996/10/13,70.38,72.97,71.14,63.22
 1996/10/06,70.57,70.12,69.92,62.31
 1996/09/29,69.33,70.54,68.26,62.94
 1996/09/22,69.43,69.79,68.3,62.01
 1996/09/15,67.4,69.23,66.37,61.57
 1996/09/08,65.47,72.62,67.22,62.42
 1996/09/01,66.05,69.84,68.77,62.42
 1996/08/25,64.91,67.15,69.49,60.94
 1996/08/18,69.36,68.51,64.11,61.47
 1996/08/11,69.54,68.71,67.45,60.52
 1996/08/04,67.94,66.58,61.71,61.12
 1996/07/28,63.92,68.9,70.4,59.25
 1996/07/21,68.54,68.48,68,61.67
 1996/07/14,67.46,67.95,65.19,60.38
 1996/07/07,65.61,68.49,66.14,62.81
 1996/06/30,70.47,70.83,64.98,60.21
 1996/06/23,67.63,68.29,61.85,61
 1996/06/16,66.48,71.38,69.96,60.29
 1996/06/09,65.56,68.92,67.02,58.79
 1996/06/02,67.52,68.28,61.49,61.81
 1996/05/26,66.16,66.92,63.15,59.74
 1996/05/19,66.5,67.89,65.36,59.99
 1996/05/12,65.06,69.73,65.46,59.57
 1996/05/05,68.37,70.85,63.37,59.69
 1996/04/28,64.52,66.46,68.69,59.54
 1996/04/21,71.74,66.21,62.95,59.13
 1996/04/14,65.07,68.33,63.15,58.4
 1996/04/07,65.41,65.67,66.34,56.91
 1996/03/31,61.86,63.94,66.09,56.64
 1996/03/24,64.29,64.45,64.54,56.85
 1996/03/17,61.69,63.73,61.89,55.96
 1996/03/10,65.03,65.63,61.94,57.78
 1996/03/03,60.97,64.8,59.79,55.48
 1996/02/25,61.77,61.9,64.89,55.44
 1996/02/18,61.16,65.15,61.53,55.65
 1996/02/11,60.95,64.07,60.68,54.76
 1996/02/04,59.81,62.08,58.9,54.72
 1996/01/28,63.17,60.81,59.06,54.44
 1996/01/21,58.2,60.81,59.7,53.33
 1996/01/14,55.82,59.26,60.36,51.78
 1996/01/07,57.12,60.42,60.83,51.51
 1995/12/31,56.4,62.59,57.9,52.2
 1995/12/24,56.21,58.33,57.68,51.57
 1995/12/17,55.66,61.11,57.4,52.16
 1995/12/10,56.38,60.3,56.91,50.84
 1995/12/03,56.6,59.91,57.39,51.45
 1995/11/26,56.96,59.66,55.49,51.28
 1995/11/19,56.15,59.33,56.03,52.17
 1995/11/12,56.16,58.72,58.05,49.74
 1995/11/05,56.67,58.49,56,49.78
 1995/10/29,55.71,53.55,52.36,50.47
 1995/10/22,55.6,56.08,53.98,50.36
 1995/10/15,53.36,55.69,53.02,49.13
 1995/10/08,55.11,57.76,54.41,47.88
 1995/10/01,56.84,60.61,52.81,49.61
 1995/09/24,56.33,58.68,57.43,51.1
 1995/09/17,57.28,55.86,51.85,49.56
 1995/09/10,54.43,59.78,51.94,49.83
 1995/09/03,56.87,58.29,56.26,49.82
 1995/08/27,55.99,57.22,56.7,49.28
 1995/08/20,52.42,57.87,53.38,50.13
 1995/08/13,55.26,57.11,55.04,51.16
 1995/08/06,58.72,65.17,57.76,52.15
 1995/07/30,58.74,58.07,58.74,51.61
 1995/07/23,59,57.98,59.14,50.73
 1995/07/16,58.1,58.31,60.9,54.32
 1995/07/09,55.13,63.25,60.89,53.89
 1995/07/02,57.29,60.74,60.15,53.59
 1995/06/25,57.35,61.65,61.93,52.59
 1995/06/18,60.15,63.6,56.87,54.31
 1995/06/11,60.78,62.63,58.69,54.36
 1995/06/04,61.71,61.33,59.33,55.45
 1995/05/28,63.91,61.05,59.76,56.42
 1995/05/21,66.1,59.64,64.3,54.78
 1995/05/14,66.36,66.13,60.42,55.51
 1995/05/07,63.34,65.26,63.35,55.59
 1995/04/30,63.93,64.83,65.01,55.43
 1995/04/23,71.61,66.09,63.8,56.41
 1995/04/16,66.09,69.14,64.22,56.2
 1995/04/09,65.31,70.54,65.78,59.06
 1995/04/02,67.51,69.96,65.56,57.74
 1995/03/26,63.03,65.9,67.06,57.94
 1995/03/19,63.44,65.6,63.54,57.42
 1995/03/12,63.41,67.77,64.34,58.01
 1995/03/05,63.24,69.32,64.24,58.67
 1995/02/26,61.96,65.74,64.44,56.87
 1995/02/19,61.93,63.23,60.31,56.71
 1995/02/12,59.28,60.25,59.52,54.09
 1995/02/05,58.45,59.35,58.45,54.71
 1995/01/29,61.99,59.46,57.68,55.31
 1995/01/22,62.37,61.24,60.03,54.13
 1995/01/15,63.95,64.28,61.02,54.14
 1995/01/08,63.77,59.54,61.02,54.49
 1995/01/01,64.75,61.68,60.94,57.39
 1994/12/25,65.43,63.3,66.13,55.16
 1994/12/18,65.73,66.21,66.13,56.56
 1994/12/11,73.43,70.01,68.2,58.45
 1994/12/04,73.32,67.92,67.77,57.58
 1994/11/27,70.43,71.92,67.77,57.51
 1994/11/20,69.76,71.92,67.1,61.14
 1994/11/13,69.96,72.38,66.6,64.36
 1994/11/06,69.08,69.82,67.83,62.21
 1994/10/30,67.35,70.63,65.94,61.66
 1994/10/23,69.55,70.54,64.49,65.43
 1994/10/16,67.66,72.02,68.15,61.41
 1994/10/09,69.74,70.51,66.29,62.16
 1994/10/02,68.26,69.44,70.21,60.76
 1994/09/25,67.4,73.16,64.15,61.47
 1994/09/18,69.1,71.4,68.13,62.91
 1994/09/11,70.93,72.6,65.05,62.45
 1994/09/04,67.62,73,66.34,61.82
 1994/08/28,69.74,72.52,66.63,61.72
 1994/08/21,69.56,71.62,64.11,62.95
 1994/08/14,64.33,71.56,68.73,62.41
 1994/08/07,65.55,73.91,65.79,70.29
 1994/07/31,65.88,72.29,66.72,64.38
 1994/07/24,66.13,72.18,64.46,64.35
 1994/07/17,65.17,70.64,65.36,62.66
 1994/07/10,66.73,69.58,62.91,62.22
 1994/07/03,71.91,70.91,66.23,64.34
 1994/06/26,71.35,76.03,64.53,67.36
 1994/06/19,70.98,76.03,65.75,68.26
 1994/06/12,74.39,78.16,65.75,65.01
 1994/06/05,71.68,78.59,65.75,64.78
 1994/05/29,74.71,77.78,65.02,64.59
 1994/05/22,70.31,78.08,66.79,64.07
 1994/05/15,70.69,80.36,61.23,62.77
 1994/05/08,72.03,82.14,66.65,66.29
 1994/05/01,73.41,79.52,66.65,61.61
 1994/04/24,78.53,75.41,66.65,66.75
 1994/04/17,76.81,78.26,66.65,69.14
 1994/04/10,72.05,81.55,67.87,70.51
 1994/04/03,75.75,82.89,67.87,72.58
 1994/03/27,77.43,82.18,68.34,68.8
 1994/03/20,75.87,83.03,68.34,66.38
 1994/03/13,75.99,82.72,68.34,63.9
 1994/03/06,75.45,76.39,64.54,60.97
 1994/02/27,72.44,78.87,64.32,60.59
 1994/02/20,74.95,76,64.32,59.94
 1994/02/13,77.93,77.47,64.32,58
 1994/02/06,76.4,75.62,64.32,57.01
