"Date","Ticker","Weight","Close","Divisor","HSI.Close","Shares"
20160104,"322.HK",0.304542,10.76,325.6708,21327.119141,196582.991777601
20160104,"3328.HK",0.668146,5.29,325.6708,21327.119141,877256.746442223
20160104,"386.HK",1.584351,4.53,325.6708,21327.119141,2429205.27971687
20160104,"388.HK",3.155752,192.8,325.6708,21327.119141,113685.965019979
20160104,"3988.HK",3.851638,3.36,325.6708,21327.119141,7961908.8517885
20160104,"4.HK",0.834505,15.924,325.6708,21327.119141,363988.607029106
20160104,"494.HK",0.424167,4.99,325.6708,21327.119141,590401.35838201
20160104,"5.HK",10.193762,60.4,325.6708,21327.119141,1172218.48901745
20160104,"6.HK",1.391254,69.5,325.6708,21327.119141,139037.720016971
20160104,"66.HK",0.792236,37.6,325.6708,21327.119141,146344.951291644
20160104,"688.HK",1.521541,25.8,325.6708,21327.119141,409614.167748474
20160104,"700.HK",10.077576,149.1,325.6708,21327.119141,469450.120300945
20160104,"762.HK",0.797361,9.23,325.6708,21327.119141,600018.035841992
20160104,"823.HK",1.509637,45.65,325.6708,21327.119141,229690.358554171
20160104,"83.HK",0.490002,11.16,325.6708,21327.119141,304961.260563517
20160104,"836.HK",0.393916,14.22,325.6708,21327.119141,192404.418364828
20160104,"857.HK",1.528355,5.02,325.6708,21327.119141,2114616.13192548
20160104,"883.HK",2.064191,8.01,325.6708,21327.119141,1789898.40137959
20160104,"939.HK",6.25319,5.15,325.6708,21327.119141,8433452.66598114
20160104,"941.HK",7.542844,85.1,325.6708,21327.119141,615625.473370436
20160104,"992.HK",0.777274,7.46,325.6708,21327.119141,723679.598235769
20160105,"1.HK",4.026092,102.6,325.6708,21188.720703,270782.0621623
20160105,"101.HK",0.567418,17.42,325.6708,21188.720703,224770.087873882
20160105,"1044.HK",0.814925,68.164,325.6708,21188.720703,82498.5149216774
20160105,"1088.HK",0.559755,11.34,325.6708,21188.720703,340618.697912978
20160105,"11.HK",1.606082,144.6,325.6708,21188.720703,76644.8501131057
20160105,"1109.HK",0.851627,21.15,325.6708,21188.720703,277857.80945417
20160105,"1113.HK",1.914944,48.8,325.6708,21188.720703,270782.013649198
20160105,"12.HK",0.671822,35.049,325.6708,21188.720703,132270.241796456
20160105,"1299.HK",7.987545,45.65,325.6708,21188.720703,1207413.68363515
20160105,"135.HK",0.31562,6.73,325.6708,21188.720703,323618.252683128
20160105,"1398.HK",4.800362,4.48,325.6708,21188.720703,7394001.46995259
20160105,"144.HK",0.425601,22.8,325.6708,21188.720703,128810.524938952
20160105,"151.HK",0.588884,5.61,325.6708,21188.720703,724353.313016721
20160105,"16.HK",2.13682,93.05,325.6708,21188.720703,158465.643958424
20160105,"17.HK",0.600447,7.66,325.6708,21188.720703,540915.550676334
20160105,"1880.HK",0.549776,5.61,325.6708,21188.720703,676248.746811054
20160105,"19.HK",0.722837,84.55,325.6708,21188.720703,58994.3363888442
20160105,"1928.HK",0.910576,25.9,325.6708,21188.720703,242605.137132973
20160105,"2.HK",1.791597,65.1,325.6708,21188.720703,189907.840530111
20160105,"23.HK",0.568251,27.2,325.6708,21188.720703,144163.34878428
20160105,"2318.HK",3.059014,40.4,325.6708,21188.720703,522496.826345333
20160105,"2319.HK",0.499289,12.52,325.6708,21188.720703,275189.099185448
20160105,"2388.HK",1.222716,22.75,325.6708,21188.720703,370875.164245089
20160105,"2628.HK",2.545186,23.55,325.6708,21188.720703,745782.471365975
20160105,"267.HK",1.390051,13.16,325.6708,21188.720703,728883.975908595
20160105,"27.HK",0.832798,24.5,325.6708,21188.720703,234561.724847959
20160105,"291.HK",0.282047,14.703,325.6708,21188.720703,132372.900444346
20160105,"293.HK",0.226941,13.24,325.6708,21188.720703,118279.24304815
20160105,"3.HK",1.50345,11.21,325.6708,21188.720703,925479.779017027
20160105,"322.HK",0.304252,10.68,325.6708,21188.720703,196582.904043716
20160105,"3328.HK",0.658525,5.18,325.6708,21188.720703,877255.429148643
20160105,"386.HK",1.594696,4.53,325.6708,21188.720703,2429199.93181618
20160105,"388.HK",3.158235,191.7,325.6708,21188.720703,113685.712154335
20160105,"3988.HK",3.86525,3.35,325.6708,21188.720703,7961893.04393502
20160105,"4.HK",0.841935,15.961,325.6708,21188.720703,364000.536457625
20160105,"494.HK",0.426936,4.99,325.6708,21188.720703,590399.238413609
20160105,"5.HK",10.175386,59.9,325.6708,21188.720703,1172215.95439924
20160105,"6.HK",1.401346,69.55,325.6708,21188.720703,139037.452312743
20160105,"66.HK",0.805892,38,325.6708,21188.720703,146344.634853915
20160105,"688.HK",1.519604,25.6,325.6708,21188.720703,409613.27222937
20160105,"700.HK",10.027725,147.4,325.6708,21188.720703,469449.07670322
20160105,"762.HK",0.791263,9.1,325.6708,21188.720703,600016.265195805
20160105,"823.HK",1.501187,45.1,325.6708,21188.720703,229689.853292939
20160105,"83.HK",0.495853,11.22,325.6708,21188.720703,304960.538339707
20160105,"836.HK",0.414333,14.86,325.6708,21188.720703,192404.077927307
20160105,"857.HK",1.513819,4.94,325.6708,21188.720703,2114611.35649327
20160105,"883.HK",2.082857,8.03,325.6708,21188.720703,1789894.63499227
20160105,"939.HK",6.281798,5.14,325.6708,21188.720703,8433433.12311492
20160105,"941.HK",7.395825,82.9,325.6708,21188.720703,615624.15704299
20160105,"992.HK",0.770813,7.35,325.6708,21188.720703,723677.797878276
20160106,"1.HK",4.062008,102.5,325.6708,20980.810547,270780.878055599
20160106,"101.HK",0.55988,17.02,325.6708,20980.810547,224769.0351699
20160106,"1044.HK",0.782139,64.78,325.6708,20980.810547,82498.1256002707
20160106,"1088.HK",0.589228,11.82,325.6708,20980.810547,340617.520245399
20160106,"11.HK",1.596191,142.3,325.6708,20980.810547,76644.5080203571
20160106,"1109.HK",0.85803,21.1,325.6708,20980.810547,277856.845314266
20160106,"1113.HK",1.878431,47.4,325.6708,20980.810547,270780.875664774
20160106,"12.HK",0.674841,34.861,325.6708,20980.810547,132270.410883686
20160106,"1299.HK",7.960639,45.05,325.6708,20980.810547,1207408.46909589
20160106,"135.HK",0.317799,6.71,325.6708,20980.810547,323616.822464582
20160106,"1398.HK",4.772161,4.41,325.6708,20980.810547,7393968.24199822
20160106,"144.HK",0.435472,23.1,325.6708,20980.810547,128809.928522507
20160106,"151.HK",0.594717,5.61,325.6708,20980.810547,724350.184232603
20160106,"16.HK",2.135953,92.1,325.6708,20980.810547,158464.923430736
20160106,"17.HK",0.579478,7.32,325.6708,20980.810547,540912.421459644
20160106,"1880.HK",0.56116,5.67,325.6708,20980.810547,676246.033581433
20160106,"19.HK",0.723521,83.8,325.6708,20980.810547,58994.0491203034
20160106,"1928.HK",0.903618,25.45,325.6708,20980.810547,242604.118879886
20160106,"2.HK",1.798225,64.7,325.6708,20980.810547,189906.939004264
20160106,"23.HK",0.560166,26.55,325.6708,20980.810547,144162.831264609
20160106,"2318.HK",3.066374,40.1,325.6708,20980.810547,522494.633743219
20160106,"2319.HK",0.496986,12.34,325.6708,20980.810547,275188.371633348
20160106,"2388.HK",1.2294,22.65,325.6708,20980.810547,370873.74149401
20160106,"2628.HK",2.537653,23.25,325.6708,20980.810547,745779.364028864
20160106,"267.HK",1.367551,12.82,325.6708,20980.810547,728880.932787645
20160106,"27.HK",0.825599,24.05,325.6708,20980.810547,234560.652301669
20160106,"291.HK",0.284841,14.703,325.6708,20980.810547,132372.456313345
20160106,"293.HK",0.227804,13.16,325.6708,20980.810547,118278.699158817
20160106,"3.HK",1.500024,11.074,325.6708,20980.810547,925539.102522252
20160106,"322.HK",0.301511,10.48,325.6708,20980.810547,196581.643501061
20160106,"3328.HK",0.661196,5.15,325.6708,20980.810547,877251.403514664
20160106,"386.HK",1.585606,4.46,325.6708,20980.810547,2429190.11387645
20160106,"388.HK",3.162897,190.1,325.6708,20980.810547,113685.222373314
20160106,"3988.HK",3.868578,3.32,325.6708,20980.810547,7961856.70814052
20160106,"4.HK",0.846273,15.886,325.6708,20980.810547,363996.334341088
20160106,"494.HK",0.41734,4.83,325.6708,20980.810547,590396.758165666
20160106,"5.HK",10.164664,59.25,325.6708,20980.810547,1172210.9010161
20160106,"6.HK",1.422348,69.9,325.6708,20980.810547,139036.803246157
20160106,"66.HK",0.798882,37.3,325.6708,20980.810547,146343.988531595
20160106,"688.HK",1.513674,25.25,325.6708,20980.810547,409611.41589045
20160106,"700.HK",10.030865,146,325.6708,20980.810547,469447.048492305
20160106,"762.HK",0.792954,9.03,325.6708,20980.810547,600013.921637338
20160106,"823.HK",1.521098,45.25,325.6708,20980.810547,229688.734491956
20160106,"83.HK",0.498979,11.18,325.6708,20980.810547,304959.065367174
20160106,"836.HK",0.428011,15.2,325.6708,20980.810547,192403.259826355
20160106,"857.HK",1.510245,4.88,325.6708,20980.810547,2114602.14179137
20160106,"883.HK",2.100868,8.02,325.6708,20980.810547,1789886.45253783
20160106,"939.HK",6.306993,5.11,325.6708,20980.810547,8433396.74583434
20160106,"941.HK",7.433042,82.5,325.6708,20980.810547,615621.41869728
20160106,"992.HK",0.754089,7.12,325.6708,20980.810547,723675.209067984
20160107,"1.HK",4.105129,100.4,325.6708,20333.339844,270757.587949068
20160107,"101.HK",0.563404,16.6,325.6708,20333.339844,224749.83332147
20160107,"1044.HK",0.785897,63.088,325.6708,20333.339844,82490.9702122751
20160107,"1088.HK",0.575021,11.18,325.6708,20333.339844,340588.078473601
20160107,"11.HK",1.590168,137.4,325.6708,20333.339844,76637.9390621551
20160107,"1109.HK",0.841222,20.05,325.6708,20333.339844,277832.972498561
20160107,"1113.HK",1.944212,47.55,325.6708,20333.339844,270757.589128091
20160107,"12.HK",0.689517,34.523,325.6708,20333.339844,132258.62100859
20160107,"1299.HK",7.958177,43.65,325.6708,20333.339844,1207304.68652163
20160107,"135.HK",0.311276,6.37,325.6708,20333.339844,323588.996358769
20160107,"1398.HK",4.789719,4.29,325.6708,20333.339844,7393333.27088031
20160107,"144.HK",0.432767,22.25,325.6708,20333.339844,128798.754069684
20160107,"151.HK",0.60157,5.5,325.6708,20333.339844,724287.551460849
20160107,"16.HK",2.193011,91.65,325.6708,20333.339844,158451.327162227
20160107,"17.HK",0.580727,7.11,325.6708,20333.339844,540866.344161896
20160107,"1880.HK",0.553451,5.42,325.6708,20333.339844,676187.954875877
20160107,"19.HK",0.729571,81.9,325.6708,20333.339844,58989.0227335671
20160107,"1928.HK",0.86454,23.6,325.6708,20333.339844,242583.148851592
20160107,"2.HK",1.840989,64.2,325.6708,20333.339844,189890.704549471
20160107,"23.HK",0.55945,25.7,325.6708,20333.339844,144150.348006778
20160107,"2318.HK",2.994117,37.95,325.6708,20333.339844,522449.751825068
20160107,"2319.HK",0.501132,12.06,325.6708,20333.339844,275164.477827067
20160107,"2388.HK",1.251638,22.35,325.6708,20333.339844,370841.861844389
20160107,"2628.HK",2.528144,22.45,325.6708,20333.339844,745715.211584802
20160107,"267.HK",1.38236,12.56,325.6708,20333.339844,728817.948661433
20160107,"27.HK",0.795146,22.45,325.6708,20333.339844,234540.622540017
20160107,"291.HK",0.275197,13.768,325.6708,20333.339844,132361.103199019
20160107,"293.HK",0.231823,12.98,325.6708,20333.339844,118268.576492013
20160107,"3.HK",1.543456,11.044,325.6708,20333.339844,925455.190912097
20160107,"322.HK",0.299212,10.08,325.6708,20333.339844,196564.920610904
20160107,"3328.HK",0.655699,4.95,325.6708,20333.339844,877176.246609016
20160107,"386.HK",1.518577,4.14,325.6708,20333.339844,2428980.43745725
20160107,"388.HK",3.160334,184.1,325.6708,20333.339844,113675.463928608
20160107,"3988.HK",3.871198,3.22,325.6708,20333.339844,7961172.85211396
20160107,"4.HK",0.863857,15.717,325.6708,20333.339844,363965.101732896
20160107,"494.HK",0.431484,4.84,325.6708,20333.339844,590346.339681117
20160107,"5.HK",10.142278,57.3,325.6708,20333.339844,1172110.15538149
20160107,"6.HK",1.457017,69.4,325.6708,20333.339844,139024.931221459
20160107,"66.HK",0.801047,36.25,325.6708,20333.339844,146331.400022485
20160107,"688.HK",1.484426,24,325.6708,20333.339844,409576.330875634
20160107,"700.HK",9.938247,140.2,325.6708,20333.339844,469406.731178206
20160107,"762.HK",0.774645,8.55,325.6708,20333.339844,599962.557362356
20160107,"823.HK",1.557261,44.9,325.6708,20333.339844,229669.120134723
20160107,"83.HK",0.505614,10.98,325.6708,20333.339844,304932.904807374
20160107,"836.HK",0.425914,14.66,325.6708,20333.339844,192386.895157413
20160107,"857.HK",1.456024,4.56,325.6708,20333.339844,2114419.86963617
20160107,"883.HK",2.040552,7.55,325.6708,20333.339844,1789733.03837232
20160107,"939.HK",6.367189,5,325.6708,20333.339844,8432673.34399704
20160107,"941.HK",7.47386,80.4,325.6708,20333.339844,615568.587992566
20160107,"992.HK",0.762736,6.98,325.6708,20333.339844,723613.003514903
20160108,"1.HK",4.038597,99.35,325.6708,20453.710938,270778.128256263
20160108,"101.HK",0.547309,16.22,325.6708,20453.710938,224767.065140407
20160108,"1044.HK",0.803484,64.877,325.6708,20453.710938,82496.8580839098
20160108,"1088.HK",0.589066,11.52,325.6708,20453.710938,340613.935736578
20160108,"11.HK",1.587833,138,325.6708,20453.710938,76643.737053089
20160108,"1109.HK",0.830912,19.92,325.6708,20453.710938,277853.986361585
20160108,"1113.HK",1.961372,48.25,325.6708,20453.710938,270778.132355544
20160108,"12.HK",0.679544,34.222,325.6708,20453.710938,132270.541125002
20160108,"1299.HK",7.930069,43.75,325.6708,20453.710938,1207396.30870993
20160108,"135.HK",0.310925,6.4,325.6708,20453.710938,323613.480228042
20160108,"1398.HK",4.828493,4.35,325.6708,20453.710938,7393895.08946896
20160108,"144.HK",0.428319,22.15,325.6708,20453.710938,128808.506376882
20160108,"151.HK",0.574152,5.28,325.6708,20453.710938,724342.37780188
20160108,"16.HK",2.177892,91.55,325.6708,20453.710938,158463.3839561
20160108,"17.HK",0.583037,7.18,325.6708,20453.710938,540907.006566125
20160108,"1880.HK",0.548205,5.4,325.6708,20453.710938,676238.927895467
20160108,"19.HK",0.723118,81.65,325.6708,20453.710938,58993.4667362415
20160108,"1928.HK",0.830381,22.8,325.6708,20453.710938,242601.505423341
20160108,"2.HK",1.82174,63.9,325.6708,20453.710938,189905.031337889
20160108,"23.HK",0.552954,25.55,325.6708,20453.710938,144161.414378819
20160108,"2318.HK",2.980644,38,325.6708,20453.710938,522489.354788499
20160108,"2319.HK",0.488306,11.82,325.6708,20453.710938,275185.482673732
20160108,"2388.HK",1.258285,22.6,325.6708,20453.710938,370869.838570459
20160108,"2628.HK",2.524652,22.55,325.6708,20453.710938,745771.721999249
20160108,"267.HK",1.369952,12.52,325.6708,20453.710938,728873.157924463
20160108,"27.HK",0.776441,22.05,325.6708,20453.710938,234558.297887187
20160108,"291.HK",0.276877,13.933,325.6708,20453.710938,132371.100211804
20160108,"293.HK",0.231542,13.04,325.6708,20453.710938,118277.768939345
20160108,"3.HK",1.536577,11.059,325.6708,20453.710938,925527.665752356
20160108,"322.HK",0.295703,10.02,325.6708,20453.710938,196579.824973607
20160108,"3328.HK",0.665059,5.05,325.6708,20453.710938,877242.637260542
20160108,"386.HK",1.59363,4.37,325.6708,20453.710938,2429164.88625655
20160108,"388.HK",3.182933,186.5,325.6708,20453.710938,113684.065391858
20160108,"3988.HK",3.848708,3.22,325.6708,20453.710938,7961777.30312192
20160108,"4.HK",0.841395,15.398,325.6708,20453.710938,363987.564655633
20160108,"494.HK",0.421,4.75,325.6708,20453.710938,590390.582346521
20160108,"5.HK",10.100953,57.4,325.6708,20453.710938,1172199.12513937
20160108,"6.HK",1.450639,69.5,325.6708,20453.710938,139035.428456629
20160108,"66.HK",0.805181,36.65,325.6708,20453.710938,146342.501453415
20160108,"688.HK",1.460429,23.75,325.6708,20453.710938,409607.376620308
20160108,"700.HK",10.049648,142.6,325.6708,20453.710938,469442.343110696
20160108,"762.HK",0.797167,8.85,325.6708,20453.710938,600007.910798285
20160108,"823.HK",1.537869,44.6,325.6708,20453.710938,229686.472992589
20160108,"83.HK",0.488026,10.66,325.6708,20453.710938,304955.654391214
20160108,"836.HK",0.418818,14.5,325.6708,20453.710938,192401.419257388
20160108,"857.HK",1.485659,4.68,325.6708,20453.710938,2114580.48619849
20160108,"883.HK",2.050193,7.63,325.6708,20453.710938,1789868.57608752
20160108,"939.HK",6.355518,5.02,325.6708,20453.710938,8433312.05930934
20160108,"941.HK",7.58293,82.05,325.6708,20453.710938,615615.288120658
20160108,"992.HK",0.77786,7.16,325.6708,20453.710938,723667.971749993
20160111,"1.HK",4.09473,97.95,325.6708,19888.5,270770.708088315
20160111,"101.HK",0.551743,15.9,325.6708,19888.5,224760.794336428
20160111,"1044.HK",0.801051,62.895,325.6708,19888.5,82494.481288414
20160111,"1088.HK",0.576342,10.96,325.6708,19888.5,340604.644526294
20160111,"11.HK",1.598598,135.1,325.6708,19888.5,76641.6360465172
20160111,"1109.HK",0.80131,18.68,325.6708,19888.5,277846.251097141
20160111,"1113.HK",1.943899,46.5,325.6708,19888.5,270770.65412045
20160111,"12.HK",0.675823,33.095,325.6708,19888.5,132266.978630152
20160111,"1299.HK",7.884922,42.3,325.6708,19888.5,1207363.06161097
20160111,"135.HK",0.296271,5.93,325.6708,19888.5,323605.057676403
20160111,"1398.HK",4.817181,4.22,325.6708,19888.5,7393692.1579643
20160111,"144.HK",0.427553,21.5,325.6708,19888.5,128804.889336089
20160111,"151.HK",0.587098,5.25,325.6708,19888.5,724322.786946242
20160111,"16.HK",2.203027,90.05,325.6708,19888.5,158459.015498917
20160111,"17.HK",0.580383,6.95,325.6708,19888.5,540892.212961629
20160111,"1880.HK",0.549153,5.26,325.6708,19888.5,676220.709382355
20160111,"19.HK",0.724066,79.5,325.6708,19888.5,58991.8310923746
20160111,"1928.HK",0.835229,22.3,325.6708,19888.5,242594.836371822
20160111,"2.HK",1.839745,62.75,325.6708,19888.5,189899.90688808
20160111,"23.HK",0.549734,24.7,325.6708,19888.5,144157.252170213
20160111,"2318.HK",2.93217,36.35,325.6708,19888.5,522475.080413634
20160111,"2319.HK",0.480077,11.3,325.6708,19888.5,275177.744758349
20160111,"2388.HK",1.253929,21.9,325.6708,19888.5,370859.733913703
20160111,"2628.HK",2.463922,21.4,325.6708,19888.5,745751.323224399
20160111,"267.HK",1.366086,12.14,325.6708,19888.5,728853.434352677
20160111,"27.HK",0.774947,21.4,325.6708,19888.5,234551.966612084
20160111,"291.HK",0.286237,14.006,325.6708,19888.5,132370.893434034
20160111,"293.HK",0.235924,12.92,325.6708,19888.5,118274.320022226
20160111,"3.HK",1.554437,10.879,325.6708,19888.5,925475.655219472
20160111,"322.HK",0.29378,9.68,325.6708,19888.5,196574.744492761
20160111,"3328.HK",0.66498,4.91,325.6708,19888.5,877218.823275536
20160111,"386.HK",1.590121,4.24,325.6708,19888.5,2429098.73154962
20160111,"388.HK",3.196074,182.1,325.6708,19888.5,113680.959634327
20160111,"3988.HK",3.835057,3.12,325.6708,19888.5,7961558.30341482
20160111,"4.HK",0.842067,14.985,325.6708,19888.5,363974.326742201
20160111,"494.HK",0.423838,4.65,325.6708,19888.5,590374.769991153
20160111,"5.HK",10.197707,56.35,325.6708,19888.5,1172166.91748647
20160111,"6.HK",1.459626,68,325.6708,19888.5,139031.602554148
20160111,"66.HK",0.819003,36.25,325.6708,19888.5,146338.410106519
20160111,"688.HK",1.429169,22.6,325.6708,19888.5,409596.275491791
20160111,"700.HK",10.001579,138,325.6708,19888.5,469429.452208344
20160111,"762.HK",0.794788,8.58,325.6708,19888.5,599991.177170789
20160111,"823.HK",1.562027,44.05,325.6708,19888.5,229680.155965032
20160111,"83.HK",0.485874,10.32,325.6708,19888.5,304947.31453022
20160111,"836.HK",0.412292,13.88,325.6708,19888.5,192396.112469142
20160111,"857.HK",1.452752,4.45,325.6708,19888.5,2114522.55344008
20160111,"883.HK",2.019974,7.31,325.6708,19888.5,1789819.5733269
20160111,"939.HK",6.405758,4.92,325.6708,19888.5,8433081.07322317
20160111,"941.HK",7.660404,80.6,325.6708,19888.5,615598.401195101
20160111,"992.HK",0.767544,6.87,325.6708,19888.5,723648.047563982
20160112,"1.HK",4.091279,97,325.6708,19711.759766,270764.411326065
20160112,"101.HK",0.552476,15.78,325.6708,19711.759766,224755.659517226
20160112,"1044.HK",0.8107,63.088,325.6708,19711.759766,82493.101459002
20160112,"1088.HK",0.577251,10.88,325.6708,19711.759766,340596.371687782
20160112,"11.HK",1.594986,133.6,325.6708,19711.759766,76639.8481987697
20160112,"1109.HK",0.774717,17.9,325.6708,19711.759766,277839.682262392
20160112,"1113.HK",1.957065,46.4,325.6708,19711.759766,270764.353417802
20160112,"12.HK",0.665614,32.307,325.6708,19711.759766,132260.461850811
20160112,"1299.HK",7.899013,42,325.6708,19711.759766,1207334.90551131
20160112,"135.HK",0.28783,5.71,325.6708,19711.759766,323596.76256991
20160112,"1398.HK",4.791156,4.16,325.6708,19711.759766,7393519.10945352
20160112,"144.HK",0.431377,21.5,325.6708,19711.759766,128802.040884123
20160112,"151.HK",0.582194,5.16,325.6708,19711.759766,724306.266043497
20160112,"16.HK",2.216557,89.8,325.6708,19711.759766,158455.305776921
20160112,"17.HK",0.582203,6.91,325.6708,19711.759766,540879.6105189
20160112,"1880.HK",0.558277,5.3,325.6708,19711.759766,676204.5443861
20160112,"19.HK",0.71446,77.75,325.6708,19711.759766,58990.4542147607
20160112,"1928.HK",0.842699,22.3,325.6708,19711.759766,242589.407695864
20160112,"2.HK",1.857676,62.8,325.6708,19711.759766,189895.443998084
20160112,"23.HK",0.549036,24.45,325.6708,19711.759766,144153.827151443
20160112,"2318.HK",2.901421,35.65,325.6708,19711.759766,522462.873290333
20160112,"2319.HK",0.492943,11.5,325.6708,19711.759766,275171.266100268
20160112,"2388.HK",1.28825,22.3,325.6708,19711.759766,370851.044636575
20160112,"2628.HK",2.433681,20.95,325.6708,19711.759766,745733.825990717
20160112,"267.HK",1.364678,12.02,325.6708,19711.759766,728836.210314068
20160112,"27.HK",0.789184,21.6,325.6708,19711.759766,234546.382584525
20160112,"291.HK",0.286528,13.896,325.6708,19711.759766,132367.535063394
20160112,"293.HK",0.235086,12.76,325.6708,19711.759766,118271.556061714
20160112,"3.HK",1.559673,10.819,325.6708,19711.759766,925445.08197342
20160112,"322.HK",0.293039,9.57,325.6708,19711.759766,196570.211280233
20160112,"3328.HK",0.670926,4.91,325.6708,19711.759766,877197.426024997
20160112,"386.HK",1.589205,4.2,325.6708,19711.759766,2429041.03147204
20160112,"388.HK",3.180385,179.6,325.6708,19711.759766,113678.303256657
20160112,"3988.HK",3.856951,3.11,325.6708,19711.759766,7961372.62317258
20160112,"4.HK",0.835757,14.741,325.6708,19711.759766,363963.04953505
20160112,"494.HK",0.431307,4.69,325.6708,19711.759766,590361.302961316
20160112,"5.HK",10.31629,56.5,325.6708,19711.759766,1172139.5305631
20160112,"6.HK",1.455354,67.2,325.6708,19711.759766,139028.420708663
20160112,"66.HK",0.822908,36.1,325.6708,19711.759766,146335.030054997
20160112,"688.HK",1.406857,22.05,325.6708,19711.759766,409586.44981834
20160112,"700.HK",9.952085,136.1,325.6708,19711.759766,469418.466170637
20160112,"762.HK",0.779465,8.34,325.6708,19711.759766,599977.25541086
20160112,"823.HK",1.583151,44.25,325.6708,19711.759766,229674.766312797
20160112,"83.HK",0.483569,10.18,325.6708,19711.759766,304940.348657308
20160112,"836.HK",0.414181,13.82,325.6708,19711.759766,192391.706985646
20160112,"857.HK",1.445981,4.39,325.6708,19711.759766,2114473.68572779
20160112,"883.HK",1.971126,7.07,325.6708,19711.759766,1789778.10676359
20160112,"939.HK",6.423634,4.89,325.6708,19711.759766,8432884.41304514
20160112,"941.HK",7.63781,79.65,325.6708,19711.759766,615583.951419088
20160112,"992.HK",0.762008,6.76,325.6708,19711.759766,723630.816645883
20160113,"1.HK",4.131052,99.05,325.6708,19934.880859,270768.816861266
20160113,"101.HK",0.545608,15.76,325.6708,19934.880859,224758.943422032
20160113,"1044.HK",0.815153,64.152,325.6708,19934.880859,82493.8164777151
20160113,"1088.HK",0.576046,10.98,325.6708,19934.880859,340602.075921173
20160113,"11.HK",1.57716,133.6,325.6708,19934.880859,76641.1056231066
20160113,"1109.HK",0.783177,18.3,325.6708,19934.880859,277844.177736205
20160113,"1113.HK",1.968558,47.2,325.6708,19934.880859,270768.838385499
20160113,"12.HK",0.665062,32.645,325.6708,19934.880859,132262.865189393
20160113,"1299.HK",8.015297,43.1,325.6708,19934.880859,1207354.52651865
20160113,"135.HK",0.286607,5.75,325.6708,19934.880859,323602.161640613
20160113,"1398.HK",4.748997,4.17,325.6708,19934.880859,7393640.08434994
20160113,"144.HK",0.441436,22.25,325.6708,19934.880859,128804.251430919
20160113,"151.HK",0.57234,5.13,325.6708,19934.880859,724317.869113655
20160113,"16.HK",2.196665,90,325.6708,19934.880859,158457.859980996
20160113,"17.HK",0.583195,7,325.6708,19934.880859,540889.084696608
20160113,"1880.HK",0.558287,5.36,325.6708,19934.880859,676215.608420862
20160113,"19.HK",0.705566,77.65,325.6708,19934.880859,58991.392802717
20160113,"1928.HK",0.838885,22.45,325.6708,19934.880859,242593.158534897
20160113,"2.HK",1.853001,63.35,325.6708,19934.880859,189898.484971153
20160113,"23.HK",0.551782,24.85,325.6708,19934.880859,144156.291517532
20160113,"2318.HK",2.909232,36.15,325.6708,19934.880859,522471.397007192
20160113,"2319.HK",0.486586,11.48,325.6708,19934.880859,275175.767639724
20160113,"2388.HK",1.270996,22.25,325.6708,19934.880859,370857.130709078
