"Year","Age.group","Male","Female","BothSex","BothSexPercent"
2016,"10 - 14",132.3,126.9,259.2,3.5
2016,"15 - 19",176.5,164.4,340.9,4.6
2016,"20 - 24",220.3,224.8,445.1,6.1
2016,"25 - 29",227.7,282.5,510.2,7
2016,"30 - 34",233,344.2,577.2,7.9
2016,"35 - 39",228,343.3,571.3,7.8
2016,"40 - 44",234.6,335.2,569.8,7.8
2016,"45 - 49",240.2,326.8,567,7.7
2016,"50 - 54",292.9,350.2,643.1,8.8
2016,"55 - 59",306.8,316.2,623,8.5
2016,"60 - 64",244.1,251.2,495.3,6.8
2016,"65 - 69",196.5,199.2,395.7,5.4
2016,"70 - 74",112.2,108.6,220.8,3
2016,"75 - 79",101.2,105.2,206.4,2.8
2016,"80 - 84",74.1,92.9,167,2.3
2016,">= 85",59,114.3,173.3,2.4
2017,"0 - 4",143,133.6,276.6,3.7
2017,"5 - 9",157.8,145.8,303.6,4.1
2017,"10 - 14",132.7,127.2,259.9,3.5
2017,"15 - 19",160.5,149.7,310.2,4.2
2017,"20 - 24",209.6,216.3,425.9,5.8
2017,"25 - 29",229.9,275.2,505.1,6.8
2017,"30 - 34",230.3,342.2,572.5,7.7
2017,"35 - 39",232,352.9,584.9,7.9
2017,"40 - 44",234.9,338.9,573.8,7.8
2017,"45 - 49",240.1,332.1,572.2,7.7
2017,"50 - 54",283.4,345.7,629.1,8.5
2017,"55 - 59",308.1,322,630.1,8.5
2017,"60 - 64",258.9,265.4,524.3,7.1
2017,"65 - 69",204.6,208.3,412.9,5.6
2017,"70 - 74",124.9,124.4,249.3,3.4
2017,"75 - 79",98.4,100.4,198.8,2.7
2017,"80 - 84",77.3,95.3,172.6,2.3
2017,">= 85",65.7,122,187.7,2.5
